s/n,subject,level,learning_objectives,number_of_sections,number_of_activities_per_section,instructions,knowledge_base,KATs
1,Physics,Secondary 3,show an understanding that the weight of a body may be taken as acting at a single point known as its centre of gravity ,3,3, , , 
